,Unnamed: 0,Subject,Datafile,Label
68,68,Subject01,Subject01/Subject01_Aufnahme068.csv,stair-down
69,69,Subject01,Subject01/Subject01_Aufnahme069.csv,lateral-shuffle-left
70,70,Subject01,Subject01/Subject01_Aufnahme070.csv,curve-left-step
71,71,Subject01,Subject01/Subject01_Aufnahme071.csv,curve-left-spin-Lfirst
72,72,Subject01,Subject01/Subject01_Aufnahme072.csv,stair-down
73,73,Subject01,Subject01/Subject01_Aufnahme073.csv,jump-two-leg
74,74,Subject01,Subject01/Subject01_Aufnahme074.csv,jump-two-leg
75,75,Subject01,Subject01/Subject01_Aufnahme075.csv,jump-two-leg
76,76,Subject01,Subject01/Subject01_Aufnahme076.csv,run
77,77,Subject01,Subject01/Subject01_Aufnahme077.csv,jump-two-leg
78,78,Subject01,Subject01/Subject01_Aufnahme078.csv,curve-left-step
79,79,Subject01,Subject01/Subject01_Aufnahme079.csv,v-cut-right-Lfirst
80,80,Subject01,Subject01/Subject01_Aufnahme080.csv,stair-up
81,81,Subject01,Subject01/Subject01_Aufnahme081.csv,v-cut-left-Rfirst
82,82,Subject01,Subject01/Subject01_Aufnahme082.csv,run
83,83,Subject01,Subject01/Subject01_Aufnahme083.csv,stair-down
84,84,Subject01,Subject01/Subject01_Aufnahme084.csv,v-cut-right-Lfirst
85,85,Subject01,Subject01/Subject01_Aufnahme085.csv,stair-up
86,86,Subject01,Subject01/Subject01_Aufnahme086.csv,curve-left-step
87,87,Subject01,Subject01/Subject01_Aufnahme087.csv,sit
88,88,Subject01,Subject01/Subject01_Aufnahme088.csv,stair-up
89,89,Subject01,Subject01/Subject01_Aufnahme089.csv,lateral-shuffle-left
90,90,Subject01,Subject01/Subject01_Aufnahme090.csv,stair-up
91,91,Subject01,Subject01/Subject01_Aufnahme091.csv,curve-right-spin-Lfirst
92,92,Subject01,Subject01/Subject01_Aufnahme092.csv,v-cut-left-Rfirst
93,93,Subject01,Subject01/Subject01_Aufnahme093.csv,lateral-shuffle-left
94,94,Subject01,Subject01/Subject01_Aufnahme094.csv,stand
95,95,Subject01,Subject01/Subject01_Aufnahme095.csv,sit
96,96,Subject01,Subject01/Subject01_Aufnahme096.csv,sit
97,97,Subject01,Subject01/Subject01_Aufnahme097.csv,stair-down
98,98,Subject01,Subject01/Subject01_Aufnahme098.csv,jump-two-leg
99,99,Subject01,Subject01/Subject01_Aufnahme099.csv,stair-down
100,100,Subject01,Subject01/Subject01_Aufnahme100.csv,curve-right-spin-Lfirst
101,101,Subject01,Subject01/Subject01_Aufnahme101.csv,curve-right-spin-Lfirst
102,102,Subject01,Subject01/Subject01_Aufnahme102.csv,stand-to-sit
103,103,Subject01,Subject01/Subject01_Aufnahme103.csv,stair-up
104,104,Subject01,Subject01/Subject01_Aufnahme104.csv,lateral-shuffle-left
105,105,Subject01,Subject01/Subject01_Aufnahme105.csv,curve-left-spin-Lfirst
106,106,Subject01,Subject01/Subject01_Aufnahme106.csv,stair-down
107,107,Subject01,Subject01/Subject01_Aufnahme107.csv,curve-left-step
108,108,Subject01,Subject01/Subject01_Aufnahme108.csv,run
109,109,Subject01,Subject01/Subject01_Aufnahme109.csv,stair-up
110,110,Subject01,Subject01/Subject01_Aufnahme110.csv,lateral-shuffle-left
111,111,Subject01,Subject01/Subject01_Aufnahme111.csv,v-cut-right-Rfirst
112,112,Subject01,Subject01/Subject01_Aufnahme112.csv,curve-right-spin-Lfirst
113,113,Subject01,Subject01/Subject01_Aufnahme113.csv,stand
114,114,Subject01,Subject01/Subject01_Aufnahme114.csv,sit
115,115,Subject01,Subject01/Subject01_Aufnahme115.csv,curve-right-spin-Lfirst
116,116,Subject01,Subject01/Subject01_Aufnahme116.csv,curve-right-spin-Lfirst
117,117,Subject01,Subject01/Subject01_Aufnahme117.csv,v-cut-right-Rfirst
118,118,Subject01,Subject01/Subject01_Aufnahme118.csv,jump-two-leg
119,119,Subject01,Subject01/Subject01_Aufnahme119.csv,v-cut-left-Rfirst
120,120,Subject01,Subject01/Subject01_Aufnahme120.csv,curve-right-spin-Lfirst
121,121,Subject01,Subject01/Subject01_Aufnahme121.csv,lateral-shuffle-left
122,122,Subject01,Subject01/Subject01_Aufnahme122.csv,curve-left-step
123,123,Subject01,Subject01/Subject01_Aufnahme123.csv,walk
124,124,Subject01,Subject01/Subject01_Aufnahme124.csv,stair-up
125,125,Subject01,Subject01/Subject01_Aufnahme125.csv,curve-right-spin-Lfirst
126,126,Subject01,Subject01/Subject01_Aufnahme126.csv,v-cut-left-Lfirst
127,127,Subject01,Subject01/Subject01_Aufnahme127.csv,v-cut-left-Rfirst
128,128,Subject01,Subject01/Subject01_Aufnahme128.csv,v-cut-right-Rfirst
129,129,Subject01,Subject01/Subject01_Aufnahme129.csv,curve-left-step
130,130,Subject01,Subject01/Subject01_Aufnahme130.csv,jump-one-leg
131,131,Subject01,Subject01/Subject01_Aufnahme131.csv,stand-to-sit
132,132,Subject01,Subject01/Subject01_Aufnahme132.csv,v-cut-right-Rfirst
133,133,Subject01,Subject01/Subject01_Aufnahme133.csv,curve-left-spin-Lfirst
134,134,Subject01,Subject01/Subject01_Aufnahme134.csv,stand-to-sit
135,135,Subject01,Subject01/Subject01_Aufnahme135.csv,stand-to-sit
136,136,Subject01,Subject01/Subject01_Aufnahme136.csv,curve-right-spin-Lfirst
137,137,Subject01,Subject01/Subject01_Aufnahme137.csv,curve-right-spin-Lfirst
138,138,Subject01,Subject01/Subject01_Aufnahme138.csv,v-cut-left-Rfirst
139,139,Subject01,Subject01/Subject01_Aufnahme139.csv,stair-down
140,140,Subject01,Subject01/Subject01_Aufnahme140.csv,curve-left-step
141,141,Subject01,Subject01/Subject01_Aufnahme141.csv,jump-two-leg
142,142,Subject01,Subject01/Subject01_Aufnahme142.csv,v-cut-right-Lfirst
143,143,Subject01,Subject01/Subject01_Aufnahme143.csv,stand-to-sit
144,144,Subject01,Subject01/Subject01_Aufnahme144.csv,v-cut-right-Rfirst
145,145,Subject01,Subject01/Subject01_Aufnahme145.csv,jump-one-leg
146,146,Subject01,Subject01/Subject01_Aufnahme146.csv,stair-down
147,147,Subject01,Subject01/Subject01_Aufnahme147.csv,curve-left-spin-Lfirst
148,148,Subject01,Subject01/Subject01_Aufnahme148.csv,curve-left-step
149,149,Subject01,Subject01/Subject01_Aufnahme149.csv,stair-up
150,150,Subject01,Subject01/Subject01_Aufnahme150.csv,stand
151,151,Subject01,Subject01/Subject01_Aufnahme151.csv,curve-right-spin-Lfirst
152,152,Subject01,Subject01/Subject01_Aufnahme152.csv,curve-right-spin-Lfirst
153,153,Subject01,Subject01/Subject01_Aufnahme153.csv,stand-to-sit
154,154,Subject01,Subject01/Subject01_Aufnahme154.csv,run
155,155,Subject01,Subject01/Subject01_Aufnahme155.csv,curve-right-spin-Lfirst
156,156,Subject01,Subject01/Subject01_Aufnahme156.csv,v-cut-left-Rfirst
157,157,Subject01,Subject01/Subject01_Aufnahme157.csv,v-cut-left-Rfirst
158,158,Subject01,Subject01/Subject01_Aufnahme158.csv,jump-one-leg
159,159,Subject01,Subject01/Subject01_Aufnahme159.csv,lateral-shuffle-left
160,160,Subject01,Subject01/Subject01_Aufnahme160.csv,run
161,161,Subject01,Subject01/Subject01_Aufnahme161.csv,v-cut-left-Rfirst
162,162,Subject01,Subject01/Subject01_Aufnahme162.csv,sit-to-stand
163,163,Subject01,Subject01/Subject01_Aufnahme163.csv,jump-two-leg
164,164,Subject01,Subject01/Subject01_Aufnahme164.csv,stair-up
165,165,Subject01,Subject01/Subject01_Aufnahme165.csv,stair-down
166,166,Subject01,Subject01/Subject01_Aufnahme166.csv,jump-one-leg
167,167,Subject01,Subject01/Subject01_Aufnahme167.csv,v-cut-right-Rfirst
168,168,Subject01,Subject01/Subject01_Aufnahme168.csv,walk
169,169,Subject01,Subject01/Subject01_Aufnahme169.csv,stair-down
170,170,Subject01,Subject01/Subject01_Aufnahme170.csv,v-cut-right-Rfirst
171,171,Subject01,Subject01/Subject01_Aufnahme171.csv,sit
172,172,Subject01,Subject01/Subject01_Aufnahme172.csv,stair-up
173,173,Subject01,Subject01/Subject01_Aufnahme173.csv,stair-up
174,174,Subject01,Subject01/Subject01_Aufnahme174.csv,walk
175,175,Subject01,Subject01/Subject01_Aufnahme175.csv,stair-down
176,176,Subject01,Subject01/Subject01_Aufnahme176.csv,v-cut-left-Rfirst
177,177,Subject01,Subject01/Subject01_Aufnahme177.csv,lateral-shuffle-left
178,178,Subject01,Subject01/Subject01_Aufnahme178.csv,curve-right-spin-Lfirst
179,179,Subject01,Subject01/Subject01_Aufnahme179.csv,v-cut-right-Lfirst
180,180,Subject01,Subject01/Subject01_Aufnahme180.csv,curve-right-spin-Lfirst
181,181,Subject01,Subject01/Subject01_Aufnahme181.csv,jump-two-leg
182,182,Subject01,Subject01/Subject01_Aufnahme182.csv,v-cut-left-Rfirst
183,183,Subject01,Subject01/Subject01_Aufnahme183.csv,curve-left-spin-Lfirst
184,184,Subject01,Subject01/Subject01_Aufnahme184.csv,stair-up
185,185,Subject01,Subject01/Subject01_Aufnahme185.csv,curve-right-spin-Lfirst
186,186,Subject01,Subject01/Subject01_Aufnahme186.csv,v-cut-left-Rfirst
187,187,Subject01,Subject01/Subject01_Aufnahme187.csv,jump-one-leg
188,188,Subject01,Subject01/Subject01_Aufnahme188.csv,run
189,189,Subject01,Subject01/Subject01_Aufnahme189.csv,sit-to-stand
190,190,Subject01,Subject01/Subject01_Aufnahme190.csv,v-cut-right-Rfirst
191,191,Subject01,Subject01/Subject01_Aufnahme191.csv,stand-to-sit
192,192,Subject01,Subject01/Subject01_Aufnahme192.csv,stair-down
193,193,Subject01,Subject01/Subject01_Aufnahme193.csv,v-cut-left-Rfirst
194,194,Subject01,Subject01/Subject01_Aufnahme194.csv,stair-down
195,195,Subject01,Subject01/Subject01_Aufnahme195.csv,curve-right-spin-Lfirst
196,196,Subject01,Subject01/Subject01_Aufnahme196.csv,lateral-shuffle-left
197,197,Subject01,Subject01/Subject01_Aufnahme197.csv,v-cut-left-Rfirst
198,198,Subject01,Subject01/Subject01_Aufnahme198.csv,v-cut-left-Rfirst
199,199,Subject01,Subject01/Subject01_Aufnahme199.csv,lateral-shuffle-left
200,200,Subject01,Subject01/Subject01_Aufnahme200.csv,sit
201,201,Subject01,Subject01/Subject01_Aufnahme201.csv,curve-right-spin-Lfirst
202,202,Subject01,Subject01/Subject01_Aufnahme202.csv,sit-to-stand
203,203,Subject01,Subject01/Subject01_Aufnahme203.csv,stair-down
204,204,Subject01,Subject01/Subject01_Aufnahme204.csv,v-cut-left-Rfirst
205,205,Subject01,Subject01/Subject01_Aufnahme205.csv,curve-right-spin-Lfirst
206,206,Subject01,Subject01/Subject01_Aufnahme206.csv,v-cut-left-Lfirst
207,207,Subject01,Subject01/Subject01_Aufnahme207.csv,v-cut-right-Rfirst
208,208,Subject01,Subject01/Subject01_Aufnahme208.csv,v-cut-right-Lfirst
209,209,Subject01,Subject01/Subject01_Aufnahme209.csv,curve-right-spin-Lfirst
210,210,Subject01,Subject01/Subject01_Aufnahme210.csv,stair-down
211,211,Subject01,Subject01/Subject01_Aufnahme211.csv,curve-right-spin-Lfirst
212,212,Subject01,Subject01/Subject01_Aufnahme212.csv,curve-right-spin-Lfirst
213,213,Subject01,Subject01/Subject01_Aufnahme213.csv,v-cut-right-Rfirst
214,214,Subject01,Subject01/Subject01_Aufnahme214.csv,sit
215,215,Subject01,Subject01/Subject01_Aufnahme215.csv,v-cut-right-Rfirst
216,216,Subject01,Subject01/Subject01_Aufnahme216.csv,curve-left-step
217,217,Subject01,Subject01/Subject01_Aufnahme217.csv,stair-down
218,218,Subject01,Subject01/Subject01_Aufnahme218.csv,jump-two-leg
219,219,Subject01,Subject01/Subject01_Aufnahme219.csv,v-cut-right-Lfirst
220,220,Subject01,Subject01/Subject01_Aufnahme220.csv,stand-to-sit
221,221,Subject01,Subject01/Subject01_Aufnahme221.csv,v-cut-right-Lfirst
222,222,Subject01,Subject01/Subject01_Aufnahme222.csv,lateral-shuffle-left
223,223,Subject01,Subject01/Subject01_Aufnahme223.csv,curve-left-step
224,224,Subject01,Subject01/Subject01_Aufnahme224.csv,stand
225,225,Subject01,Subject01/Subject01_Aufnahme225.csv,v-cut-left-Rfirst
226,226,Subject01,Subject01/Subject01_Aufnahme226.csv,stair-down
227,227,Subject01,Subject01/Subject01_Aufnahme227.csv,sit-to-stand
228,228,Subject01,Subject01/Subject01_Aufnahme228.csv,curve-right-spin-Lfirst
229,229,Subject01,Subject01/Subject01_Aufnahme229.csv,jump-one-leg
230,230,Subject01,Subject01/Subject01_Aufnahme230.csv,stair-up
231,231,Subject01,Subject01/Subject01_Aufnahme231.csv,jump-one-leg
232,232,Subject01,Subject01/Subject01_Aufnahme232.csv,lateral-shuffle-left
233,233,Subject01,Subject01/Subject01_Aufnahme233.csv,jump-two-leg
234,234,Subject01,Subject01/Subject01_Aufnahme234.csv,curve-left-step
235,235,Subject01,Subject01/Subject01_Aufnahme235.csv,sit
236,236,Subject01,Subject01/Subject01_Aufnahme236.csv,v-cut-left-Rfirst
237,237,Subject01,Subject01/Subject01_Aufnahme237.csv,curve-right-spin-Lfirst
238,238,Subject01,Subject01/Subject01_Aufnahme238.csv,jump-two-leg
239,239,Subject01,Subject01/Subject01_Aufnahme239.csv,jump-two-leg
240,240,Subject01,Subject01/Subject01_Aufnahme240.csv,stair-down
241,241,Subject01,Subject01/Subject01_Aufnahme241.csv,stair-down
242,242,Subject01,Subject01/Subject01_Aufnahme242.csv,stair-down
243,243,Subject01,Subject01/Subject01_Aufnahme243.csv,jump-one-leg
244,244,Subject01,Subject01/Subject01_Aufnahme244.csv,curve-left-step
245,245,Subject01,Subject01/Subject01_Aufnahme245.csv,curve-left-spin-Lfirst
246,246,Subject01,Subject01/Subject01_Aufnahme246.csv,lateral-shuffle-left
247,247,Subject01,Subject01/Subject01_Aufnahme247.csv,lateral-shuffle-left
248,248,Subject01,Subject01/Subject01_Aufnahme248.csv,stand
249,249,Subject01,Subject01/Subject01_Aufnahme249.csv,sit
250,250,Subject01,Subject01/Subject01_Aufnahme250.csv,jump-two-leg
251,251,Subject01,Subject01/Subject01_Aufnahme251.csv,curve-left-spin-Lfirst
252,252,Subject01,Subject01/Subject01_Aufnahme252.csv,lateral-shuffle-left
253,253,Subject01,Subject01/Subject01_Aufnahme253.csv,curve-left-step
254,254,Subject01,Subject01/Subject01_Aufnahme254.csv,stair-down
255,255,Subject01,Subject01/Subject01_Aufnahme255.csv,stand
256,256,Subject01,Subject01/Subject01_Aufnahme256.csv,v-cut-left-Rfirst
257,257,Subject01,Subject01/Subject01_Aufnahme257.csv,jump-two-leg
258,258,Subject01,Subject01/Subject01_Aufnahme258.csv,stair-up
259,259,Subject01,Subject01/Subject01_Aufnahme259.csv,jump-one-leg
260,260,Subject01,Subject01/Subject01_Aufnahme260.csv,curve-left-step
261,261,Subject01,Subject01/Subject01_Aufnahme261.csv,curve-left-step
262,262,Subject01,Subject01/Subject01_Aufnahme262.csv,stair-up
263,263,Subject01,Subject01/Subject01_Aufnahme263.csv,lateral-shuffle-left
264,264,Subject01,Subject01/Subject01_Aufnahme264.csv,lateral-shuffle-left
265,265,Subject01,Subject01/Subject01_Aufnahme265.csv,curve-right-spin-Lfirst
266,266,Subject01,Subject01/Subject01_Aufnahme266.csv,curve-right-spin-Lfirst
267,267,Subject01,Subject01/Subject01_Aufnahme267.csv,curve-right-spin-Lfirst
268,268,Subject01,Subject01/Subject01_Aufnahme268.csv,curve-left-spin-Lfirst
269,269,Subject01,Subject01/Subject01_Aufnahme269.csv,stand-to-sit
270,270,Subject01,Subject01/Subject01_Aufnahme270.csv,stair-up
271,271,Subject01,Subject01/Subject01_Aufnahme271.csv,sit
272,272,Subject01,Subject01/Subject01_Aufnahme272.csv,curve-right-spin-Lfirst
273,273,Subject01,Subject01/Subject01_Aufnahme273.csv,curve-right-spin-Lfirst
274,274,Subject01,Subject01/Subject01_Aufnahme274.csv,v-cut-right-Rfirst
275,275,Subject01,Subject01/Subject01_Aufnahme275.csv,lateral-shuffle-left
276,276,Subject01,Subject01/Subject01_Aufnahme276.csv,stand
277,277,Subject01,Subject01/Subject01_Aufnahme277.csv,lateral-shuffle-left
278,278,Subject01,Subject01/Subject01_Aufnahme278.csv,lateral-shuffle-left
279,279,Subject01,Subject01/Subject01_Aufnahme279.csv,curve-left-spin-Rfirst
280,280,Subject01,Subject01/Subject01_Aufnahme280.csv,sit
281,281,Subject01,Subject01/Subject01_Aufnahme281.csv,jump-one-leg
282,282,Subject01,Subject01/Subject01_Aufnahme282.csv,curve-left-step
283,283,Subject01,Subject01/Subject01_Aufnahme283.csv,stand-to-sit
284,284,Subject01,Subject01/Subject01_Aufnahme284.csv,jump-two-leg
285,285,Subject01,Subject01/Subject01_Aufnahme285.csv,jump-one-leg
286,286,Subject01,Subject01/Subject01_Aufnahme286.csv,stair-down
287,287,Subject01,Subject01/Subject01_Aufnahme287.csv,curve-left-spin-Lfirst
288,288,Subject01,Subject01/Subject01_Aufnahme288.csv,sit-to-stand
289,289,Subject01,Subject01/Subject01_Aufnahme289.csv,sit-to-stand
290,290,Subject01,Subject01/Subject01_Aufnahme290.csv,stand
291,291,Subject01,Subject01/Subject01_Aufnahme291.csv,v-cut-left-Rfirst
292,292,Subject01,Subject01/Subject01_Aufnahme292.csv,stand
293,293,Subject01,Subject01/Subject01_Aufnahme293.csv,sit-to-stand
294,294,Subject01,Subject01/Subject01_Aufnahme294.csv,run
295,295,Subject01,Subject01/Subject01_Aufnahme295.csv,stair-up
296,296,Subject01,Subject01/Subject01_Aufnahme296.csv,curve-right-spin-Lfirst
297,297,Subject01,Subject01/Subject01_Aufnahme297.csv,curve-right-spin-Lfirst
298,298,Subject01,Subject01/Subject01_Aufnahme298.csv,curve-right-spin-Lfirst
299,299,Subject01,Subject01/Subject01_Aufnahme299.csv,curve-left-step
300,300,Subject01,Subject01/Subject01_Aufnahme300.csv,lateral-shuffle-left
301,301,Subject01,Subject01/Subject01_Aufnahme301.csv,lateral-shuffle-left
302,302,Subject01,Subject01/Subject01_Aufnahme302.csv,stair-down
303,303,Subject01,Subject01/Subject01_Aufnahme303.csv,jump-one-leg
304,304,Subject01,Subject01/Subject01_Aufnahme304.csv,curve-left-step
305,305,Subject01,Subject01/Subject01_Aufnahme305.csv,curve-right-spin-Lfirst
306,306,Subject01,Subject01/Subject01_Aufnahme306.csv,curve-left-step
307,307,Subject01,Subject01/Subject01_Aufnahme307.csv,lateral-shuffle-left
308,308,Subject01,Subject01/Subject01_Aufnahme308.csv,v-cut-right-Rfirst
309,309,Subject01,Subject01/Subject01_Aufnahme309.csv,stair-up
310,310,Subject01,Subject01/Subject01_Aufnahme310.csv,stand
311,311,Subject01,Subject01/Subject01_Aufnahme311.csv,curve-right-spin-Lfirst
312,312,Subject01,Subject01/Subject01_Aufnahme312.csv,curve-right-spin-Lfirst
313,313,Subject01,Subject01/Subject01_Aufnahme313.csv,jump-two-leg
314,314,Subject01,Subject01/Subject01_Aufnahme314.csv,jump-two-leg
315,315,Subject01,Subject01/Subject01_Aufnahme315.csv,lateral-shuffle-left
316,316,Subject01,Subject01/Subject01_Aufnahme316.csv,v-cut-right-Rfirst
317,317,Subject01,Subject01/Subject01_Aufnahme317.csv,stair-down
318,318,Subject01,Subject01/Subject01_Aufnahme318.csv,v-cut-right-Lfirst
319,319,Subject01,Subject01/Subject01_Aufnahme319.csv,v-cut-right-Rfirst
320,320,Subject01,Subject01/Subject01_Aufnahme320.csv,lateral-shuffle-left
321,321,Subject01,Subject01/Subject01_Aufnahme321.csv,sit
322,322,Subject01,Subject01/Subject01_Aufnahme322.csv,sit-to-stand
323,323,Subject01,Subject01/Subject01_Aufnahme323.csv,curve-right-spin-Lfirst
324,324,Subject01,Subject01/Subject01_Aufnahme324.csv,v-cut-right-Rfirst
325,325,Subject01,Subject01/Subject01_Aufnahme325.csv,curve-left-step
326,326,Subject01,Subject01/Subject01_Aufnahme326.csv,lateral-shuffle-right
327,327,Subject01,Subject01/Subject01_Aufnahme327.csv,stair-up
328,328,Subject01,Subject01/Subject01_Aufnahme328.csv,run
329,329,Subject01,Subject01/Subject01_Aufnahme329.csv,curve-left-spin-Lfirst
330,330,Subject01,Subject01/Subject01_Aufnahme330.csv,v-cut-right-Lfirst
331,331,Subject01,Subject01/Subject01_Aufnahme331.csv,stair-down
332,332,Subject01,Subject01/Subject01_Aufnahme332.csv,sit
333,333,Subject01,Subject01/Subject01_Aufnahme333.csv,jump-one-leg
334,334,Subject01,Subject01/Subject01_Aufnahme334.csv,jump-one-leg
335,335,Subject01,Subject01/Subject01_Aufnahme335.csv,sit-to-stand
336,336,Subject01,Subject01/Subject01_Aufnahme336.csv,v-cut-right-Rfirst
337,337,Subject01,Subject01/Subject01_Aufnahme337.csv,curve-right-spin-Lfirst
338,338,Subject01,Subject01/Subject01_Aufnahme338.csv,lateral-shuffle-left
339,339,Subject01,Subject01/Subject01_Aufnahme339.csv,run
340,340,Subject01,Subject01/Subject01_Aufnahme340.csv,stair-down
341,341,Subject01,Subject01/Subject01_Aufnahme341.csv,jump-one-leg
342,342,Subject01,Subject01/Subject01_Aufnahme342.csv,sit
343,343,Subject01,Subject01/Subject01_Aufnahme343.csv,lateral-shuffle-left
344,344,Subject01,Subject01/Subject01_Aufnahme344.csv,curve-right-spin-Lfirst
345,345,Subject01,Subject01/Subject01_Aufnahme345.csv,lateral-shuffle-left
346,346,Subject01,Subject01/Subject01_Aufnahme346.csv,stand-to-sit
347,347,Subject01,Subject01/Subject01_Aufnahme347.csv,curve-right-spin-Lfirst
348,348,Subject01,Subject01/Subject01_Aufnahme348.csv,stand
349,349,Subject01,Subject01/Subject01_Aufnahme349.csv,run
350,350,Subject01,Subject01/Subject01_Aufnahme350.csv,sit-to-stand
351,351,Subject01,Subject01/Subject01_Aufnahme351.csv,sit
352,352,Subject01,Subject01/Subject01_Aufnahme352.csv,curve-left-step
353,353,Subject01,Subject01/Subject01_Aufnahme353.csv,v-cut-left-Rfirst
354,354,Subject01,Subject01/Subject01_Aufnahme354.csv,curve-right-spin-Lfirst
355,355,Subject01,Subject01/Subject01_Aufnahme355.csv,curve-right-spin-Lfirst
356,356,Subject01,Subject01/Subject01_Aufnahme356.csv,lateral-shuffle-left
