,Subject,Datafile,Label
37,Subject01,Subject01/Subject01_Aufnahme037.csv,v-cut-right-Lfirst
38,Subject01,Subject01/Subject01_Aufnahme038.csv,v-cut-left-Rfirst
39,Subject01,Subject01/Subject01_Aufnahme039.csv,run
40,Subject01,Subject01/Subject01_Aufnahme040.csv,jump-two-leg
41,Subject01,Subject01/Subject01_Aufnahme041.csv,stand
42,Subject01,Subject01/Subject01_Aufnahme042.csv,stand
43,Subject01,Subject01/Subject01_Aufnahme043.csv,v-cut-left-Rfirst
44,Subject01,Subject01/Subject01_Aufnahme044.csv,curve-left-spin-Lfirst
45,Subject01,Subject01/Subject01_Aufnahme045.csv,walk
46,Subject01,Subject01/Subject01_Aufnahme046.csv,jump-two-leg
47,Subject01,Subject01/Subject01_Aufnahme047.csv,stand-to-sit
48,Subject01,Subject01/Subject01_Aufnahme048.csv,stand
49,Subject01,Subject01/Subject01_Aufnahme049.csv,curve-right-step
50,Subject01,Subject01/Subject01_Aufnahme050.csv,run
51,Subject01,Subject01/Subject01_Aufnahme051.csv,curve-right-spin_Lfirst
52,Subject01,Subject01/Subject01_Aufnahme052.csv,v-cut-right-Lfirst
53,Subject01,Subject01/Subject01_Aufnahme053.csv,curve-left-spin-Lfirst
54,Subject01,Subject01/Subject01_Aufnahme054.csv,jump-one-leg
55,Subject01,Subject01/Subject01_Aufnahme055.csv,v-cut-right-Rfirst
56,Subject01,Subject01/Subject01_Aufnahme056.csv,v-cut-right-Lfirst
57,Subject01,Subject01/Subject01_Aufnahme057.csv,sit-to-stand
58,Subject01,Subject01/Subject01_Aufnahme058.csv,stand
59,Subject01,Subject01/Subject01_Aufnahme059.csv,stand
60,Subject01,Subject01/Subject01_Aufnahme060.csv,v-cut-left-Lfirst
61,Subject01,Subject01/Subject01_Aufnahme061.csv,curve-right-step
62,Subject01,Subject01/Subject01_Aufnahme062.csv,lateral-shuffle-right
63,Subject01,Subject01/Subject01_Aufnahme063.csv,curve-right-spin-Rfirst
64,Subject01,Subject01/Subject01_Aufnahme064.csv,stand
65,Subject01,Subject01/Subject01_Aufnahme065.csv,lateral-shuffle-right
66,Subject01,Subject01/Subject01_Aufnahme066.csv,curve-left-spin-Lfirst
67,Subject01,Subject01/Subject01_Aufnahme067.csv,lateral-shuffle-left
68,Subject01,Subject01/Subject01_Aufnahme068.csv,stair-up
69,Subject01,Subject01/Subject01_Aufnahme069.csv,curve-right-spin_Lfirst
70,Subject01,Subject01/Subject01_Aufnahme070.csv,run
71,Subject01,Subject01/Subject01_Aufnahme071.csv,v-cut-right-Rfirst
72,Subject01,Subject01/Subject01_Aufnahme072.csv,jump-one-leg
73,Subject01,Subject01/Subject01_Aufnahme073.csv,jump-one-leg
74,Subject01,Subject01/Subject01_Aufnahme074.csv,jump-one-leg
75,Subject01,Subject01/Subject01_Aufnahme075.csv,curve-right-step
76,Subject01,Subject01/Subject01_Aufnahme076.csv,v-cut-left-Rfirst
77,Subject01,Subject01/Subject01_Aufnahme077.csv,curve-left-spin-Rfirst
78,Subject01,Subject01/Subject01_Aufnahme078.csv,curve-right-spin-Rfirst
79,Subject01,Subject01/Subject01_Aufnahme079.csv,stand-to-sit
80,Subject01,Subject01/Subject01_Aufnahme080.csv,curve-right-step
81,Subject01,Subject01/Subject01_Aufnahme081.csv,lateral-shuffle-left
82,Subject01,Subject01/Subject01_Aufnahme082.csv,curve-right-spin_Lfirst
83,Subject01,Subject01/Subject01_Aufnahme083.csv,jump-two-leg
84,Subject01,Subject01/Subject01_Aufnahme084.csv,curve-left-spin-Lfirst
85,Subject01,Subject01/Subject01_Aufnahme085.csv,stair-up
86,Subject01,Subject01/Subject01_Aufnahme086.csv,curve-left-spin-Rfirst
87,Subject01,Subject01/Subject01_Aufnahme087.csv,curve-right-step
88,Subject01,Subject01/Subject01_Aufnahme088.csv,jump-two-leg
89,Subject01,Subject01/Subject01_Aufnahme089.csv,stair-up
90,Subject01,Subject01/Subject01_Aufnahme090.csv,stand
91,Subject01,Subject01/Subject01_Aufnahme091.csv,run
92,Subject01,Subject01/Subject01_Aufnahme092.csv,sit
93,Subject01,Subject01/Subject01_Aufnahme093.csv,lateral-shuffle-left
94,Subject01,Subject01/Subject01_Aufnahme094.csv,v-cut-left-Rfirst
95,Subject01,Subject01/Subject01_Aufnahme095.csv,run
96,Subject01,Subject01/Subject01_Aufnahme096.csv,curve-right-step
97,Subject01,Subject01/Subject01_Aufnahme097.csv,stand
98,Subject01,Subject01/Subject01_Aufnahme098.csv,lateral-shuffle-left
99,Subject01,Subject01/Subject01_Aufnahme099.csv,stair-up
100,Subject01,Subject01/Subject01_Aufnahme100.csv,v-cut-left-Lfirst
101,Subject01,Subject01/Subject01_Aufnahme101.csv,v-cut-left-Rfirst
102,Subject01,Subject01/Subject01_Aufnahme102.csv,lateral-shuffle-right
103,Subject01,Subject01/Subject01_Aufnahme103.csv,lateral-shuffle-left
104,Subject01,Subject01/Subject01_Aufnahme104.csv,curve-right-spin-Rfirst
105,Subject01,Subject01/Subject01_Aufnahme105.csv,lateral-shuffle-left
106,Subject01,Subject01/Subject01_Aufnahme106.csv,curve-right-spin_Lfirst
107,Subject01,Subject01/Subject01_Aufnahme107.csv,v-cut-left-Rfirst
108,Subject01,Subject01/Subject01_Aufnahme108.csv,v-cut-right-Lfirst
109,Subject01,Subject01/Subject01_Aufnahme109.csv,stand-to-sit
110,Subject01,Subject01/Subject01_Aufnahme110.csv,curve-left-step
111,Subject01,Subject01/Subject01_Aufnahme111.csv,stair-down
112,Subject01,Subject01/Subject01_Aufnahme112.csv,v-cut-right-Lfirst
113,Subject01,Subject01/Subject01_Aufnahme113.csv,stair-down
114,Subject01,Subject01/Subject01_Aufnahme114.csv,sit-to-stand
115,Subject01,Subject01/Subject01_Aufnahme115.csv,v-cut-right-Lfirst
116,Subject01,Subject01/Subject01_Aufnahme116.csv,v-cut-left-Rfirst
117,Subject01,Subject01/Subject01_Aufnahme117.csv,lateral-shuffle-right
118,Subject01,Subject01/Subject01_Aufnahme118.csv,v-cut-right-Rfirst
119,Subject01,Subject01/Subject01_Aufnahme119.csv,lateral-shuffle-left
120,Subject01,Subject01/Subject01_Aufnahme120.csv,sit-to-stand
121,Subject01,Subject01/Subject01_Aufnahme121.csv,walk
122,Subject01,Subject01/Subject01_Aufnahme122.csv,lateral-shuffle-left
123,Subject01,Subject01/Subject01_Aufnahme123.csv,curve-right-step
124,Subject01,Subject01/Subject01_Aufnahme124.csv,jump-one-leg
125,Subject01,Subject01/Subject01_Aufnahme125.csv,stair-down
126,Subject01,Subject01/Subject01_Aufnahme126.csv,run
127,Subject01,Subject01/Subject01_Aufnahme127.csv,stair-down
128,Subject01,Subject01/Subject01_Aufnahme128.csv,v-cut-left-Rfirst
129,Subject01,Subject01/Subject01_Aufnahme129.csv,walk
130,Subject01,Subject01/Subject01_Aufnahme130.csv,sit
131,Subject01,Subject01/Subject01_Aufnahme131.csv,stair-up
132,Subject01,Subject01/Subject01_Aufnahme132.csv,run
133,Subject01,Subject01/Subject01_Aufnahme133.csv,stair-up
134,Subject01,Subject01/Subject01_Aufnahme134.csv,curve-right-spin_Lfirst
135,Subject01,Subject01/Subject01_Aufnahme135.csv,curve-right-step
136,Subject01,Subject01/Subject01_Aufnahme136.csv,curve-left-spin-Rfirst
137,Subject01,Subject01/Subject01_Aufnahme137.csv,curve-left-spin-Lfirst
138,Subject01,Subject01/Subject01_Aufnahme138.csv,stair-up
139,Subject01,Subject01/Subject01_Aufnahme139.csv,walk
140,Subject01,Subject01/Subject01_Aufnahme140.csv,jump-one-leg
141,Subject01,Subject01/Subject01_Aufnahme141.csv,sit-to-stand
142,Subject01,Subject01/Subject01_Aufnahme142.csv,stair-up
143,Subject01,Subject01/Subject01_Aufnahme143.csv,jump-one-leg
144,Subject01,Subject01/Subject01_Aufnahme144.csv,curve-left-step
145,Subject01,Subject01/Subject01_Aufnahme145.csv,v-cut-right-Rfirst
146,Subject01,Subject01/Subject01_Aufnahme146.csv,lateral-shuffle-right
147,Subject01,Subject01/Subject01_Aufnahme147.csv,stand
148,Subject01,Subject01/Subject01_Aufnahme148.csv,stand
149,Subject01,Subject01/Subject01_Aufnahme149.csv,sit-to-stand
150,Subject01,Subject01/Subject01_Aufnahme150.csv,curve-right-step
151,Subject01,Subject01/Subject01_Aufnahme151.csv,run
152,Subject01,Subject01/Subject01_Aufnahme152.csv,curve-right-spin-Rfirst
153,Subject01,Subject01/Subject01_Aufnahme153.csv,stand-to-sit
154,Subject01,Subject01/Subject01_Aufnahme154.csv,lateral-shuffle-right
155,Subject01,Subject01/Subject01_Aufnahme155.csv,sit-to-stand
156,Subject01,Subject01/Subject01_Aufnahme156.csv,stand
157,Subject01,Subject01/Subject01_Aufnahme157.csv,stand-to-sit
158,Subject01,Subject01/Subject01_Aufnahme158.csv,v-cut-left-Rfirst
159,Subject01,Subject01/Subject01_Aufnahme159.csv,stair-up
160,Subject01,Subject01/Subject01_Aufnahme160.csv,curve-left-spin-Lfirst
161,Subject01,Subject01/Subject01_Aufnahme161.csv,stair-down
162,Subject01,Subject01/Subject01_Aufnahme162.csv,stand
163,Subject01,Subject01/Subject01_Aufnahme163.csv,v-cut-right-Rfirst
164,Subject01,Subject01/Subject01_Aufnahme164.csv,sit
165,Subject01,Subject01/Subject01_Aufnahme165.csv,curve-right-spin_Lfirst
166,Subject01,Subject01/Subject01_Aufnahme166.csv,walk
167,Subject01,Subject01/Subject01_Aufnahme167.csv,lateral-shuffle-left
168,Subject01,Subject01/Subject01_Aufnahme168.csv,stand
169,Subject01,Subject01/Subject01_Aufnahme169.csv,stair-down
170,Subject01,Subject01/Subject01_Aufnahme170.csv,curve-right-step
171,Subject01,Subject01/Subject01_Aufnahme171.csv,v-cut-left-Lfirst
172,Subject01,Subject01/Subject01_Aufnahme172.csv,stair-up
173,Subject01,Subject01/Subject01_Aufnahme173.csv,stair-down
174,Subject01,Subject01/Subject01_Aufnahme174.csv,run
175,Subject01,Subject01/Subject01_Aufnahme175.csv,walk
176,Subject01,Subject01/Subject01_Aufnahme176.csv,lateral-shuffle-left
177,Subject01,Subject01/Subject01_Aufnahme177.csv,v-cut-right-Rfirst
178,Subject01,Subject01/Subject01_Aufnahme178.csv,stand
179,Subject01,Subject01/Subject01_Aufnahme179.csv,lateral-shuffle-left
180,Subject01,Subject01/Subject01_Aufnahme180.csv,curve-right-spin_Lfirst
181,Subject01,Subject01/Subject01_Aufnahme181.csv,v-cut-right-Lfirst
182,Subject01,Subject01/Subject01_Aufnahme182.csv,stand
183,Subject01,Subject01/Subject01_Aufnahme183.csv,stand
184,Subject01,Subject01/Subject01_Aufnahme184.csv,lateral-shuffle-left
185,Subject01,Subject01/Subject01_Aufnahme185.csv,run
186,Subject01,Subject01/Subject01_Aufnahme186.csv,stand
187,Subject01,Subject01/Subject01_Aufnahme187.csv,curve-right-spin-Rfirst
188,Subject01,Subject01/Subject01_Aufnahme188.csv,v-cut-right-Lfirst
189,Subject01,Subject01/Subject01_Aufnahme189.csv,stand
190,Subject01,Subject01/Subject01_Aufnahme190.csv,curve-left-step
191,Subject01,Subject01/Subject01_Aufnahme191.csv,stand
192,Subject01,Subject01/Subject01_Aufnahme192.csv,curve-left-spin-Rfirst
193,Subject01,Subject01/Subject01_Aufnahme193.csv,sit-to-stand
194,Subject01,Subject01/Subject01_Aufnahme194.csv,v-cut-right-Rfirst
195,Subject01,Subject01/Subject01_Aufnahme195.csv,lateral-shuffle-right
196,Subject01,Subject01/Subject01_Aufnahme196.csv,v-cut-right-Lfirst
197,Subject01,Subject01/Subject01_Aufnahme197.csv,curve-right-spin_Lfirst
198,Subject01,Subject01/Subject01_Aufnahme198.csv,run
199,Subject01,Subject01/Subject01_Aufnahme199.csv,walk
200,Subject01,Subject01/Subject01_Aufnahme200.csv,stand-to-sit
201,Subject01,Subject01/Subject01_Aufnahme201.csv,curve-right-spin-Rfirst
202,Subject01,Subject01/Subject01_Aufnahme202.csv,v-cut-right-Lfirst
203,Subject01,Subject01/Subject01_Aufnahme203.csv,stand-to-sit
204,Subject01,Subject01/Subject01_Aufnahme204.csv,v-cut-left-Lfirst
205,Subject01,Subject01/Subject01_Aufnahme205.csv,jump-two-leg
206,Subject01,Subject01/Subject01_Aufnahme206.csv,curve-right-spin_Lfirst
207,Subject01,Subject01/Subject01_Aufnahme207.csv,stand-to-sit
208,Subject01,Subject01/Subject01_Aufnahme208.csv,lateral-shuffle-left
209,Subject01,Subject01/Subject01_Aufnahme209.csv,v-cut-left-Rfirst
210,Subject01,Subject01/Subject01_Aufnahme210.csv,sit-to-stand
211,Subject01,Subject01/Subject01_Aufnahme211.csv,curve-right-step
212,Subject01,Subject01/Subject01_Aufnahme212.csv,walk
213,Subject01,Subject01/Subject01_Aufnahme213.csv,jump-one-leg
214,Subject01,Subject01/Subject01_Aufnahme214.csv,v-cut-left-Rfirst
215,Subject01,Subject01/Subject01_Aufnahme215.csv,stand-to-sit
216,Subject01,Subject01/Subject01_Aufnahme216.csv,curve-left-spin-Rfirst
217,Subject01,Subject01/Subject01_Aufnahme217.csv,sit-to-stand
218,Subject01,Subject01/Subject01_Aufnahme218.csv,curve-left-spin-Lfirst
219,Subject01,Subject01/Subject01_Aufnahme219.csv,lateral-shuffle-right
220,Subject01,Subject01/Subject01_Aufnahme220.csv,stand-to-sit
221,Subject01,Subject01/Subject01_Aufnahme221.csv,v-cut-right-Lfirst
222,Subject01,Subject01/Subject01_Aufnahme222.csv,curve-left-spin-Lfirst
223,Subject01,Subject01/Subject01_Aufnahme223.csv,stair-down
224,Subject01,Subject01/Subject01_Aufnahme224.csv,v-cut-right-Lfirst
225,Subject01,Subject01/Subject01_Aufnahme225.csv,v-cut-left-Lfirst
226,Subject01,Subject01/Subject01_Aufnahme226.csv,curve-right-step
227,Subject01,Subject01/Subject01_Aufnahme227.csv,v-cut-left-Rfirst
228,Subject01,Subject01/Subject01_Aufnahme228.csv,stair-down
229,Subject01,Subject01/Subject01_Aufnahme229.csv,curve-left-spin-Lfirst
230,Subject01,Subject01/Subject01_Aufnahme230.csv,sit-to-stand
231,Subject01,Subject01/Subject01_Aufnahme231.csv,curve-right-step
232,Subject01,Subject01/Subject01_Aufnahme232.csv,lateral-shuffle-right
233,Subject01,Subject01/Subject01_Aufnahme233.csv,run
234,Subject01,Subject01/Subject01_Aufnahme234.csv,stand
235,Subject01,Subject01/Subject01_Aufnahme235.csv,jump-two-leg
236,Subject01,Subject01/Subject01_Aufnahme236.csv,stair-down
237,Subject01,Subject01/Subject01_Aufnahme237.csv,run
238,Subject01,Subject01/Subject01_Aufnahme238.csv,sit
239,Subject01,Subject01/Subject01_Aufnahme239.csv,curve-right-spin-Rfirst
240,Subject01,Subject01/Subject01_Aufnahme240.csv,sit-to-stand
241,Subject01,Subject01/Subject01_Aufnahme241.csv,curve-left-step
242,Subject01,Subject01/Subject01_Aufnahme242.csv,curve-right-spin_Lfirst
243,Subject01,Subject01/Subject01_Aufnahme243.csv,stand
244,Subject01,Subject01/Subject01_Aufnahme244.csv,stand-to-sit
245,Subject01,Subject01/Subject01_Aufnahme245.csv,sit
246,Subject01,Subject01/Subject01_Aufnahme246.csv,v-cut-left-Rfirst
247,Subject01,Subject01/Subject01_Aufnahme247.csv,lateral-shuffle-left
248,Subject01,Subject01/Subject01_Aufnahme248.csv,curve-left-spin-Lfirst
249,Subject01,Subject01/Subject01_Aufnahme249.csv,sit
250,Subject01,Subject01/Subject01_Aufnahme250.csv,lateral-shuffle-right
251,Subject01,Subject01/Subject01_Aufnahme251.csv,curve-right-spin-Rfirst
252,Subject01,Subject01/Subject01_Aufnahme252.csv,v-cut-left-Rfirst
253,Subject01,Subject01/Subject01_Aufnahme253.csv,v-cut-right-Rfirst
254,Subject01,Subject01/Subject01_Aufnahme254.csv,curve-left-spin-Rfirst
255,Subject01,Subject01/Subject01_Aufnahme255.csv,curve-right-spin_Lfirst
256,Subject01,Subject01/Subject01_Aufnahme256.csv,v-cut-right-Lfirst
257,Subject01,Subject01/Subject01_Aufnahme257.csv,lateral-shuffle-left
258,Subject01,Subject01/Subject01_Aufnahme258.csv,v-cut-right-Rfirst
259,Subject01,Subject01/Subject01_Aufnahme259.csv,curve-right-spin_Lfirst
260,Subject01,Subject01/Subject01_Aufnahme260.csv,stair-down
261,Subject01,Subject01/Subject01_Aufnahme261.csv,stair-up
262,Subject01,Subject01/Subject01_Aufnahme262.csv,v-cut-left-Rfirst
263,Subject01,Subject01/Subject01_Aufnahme263.csv,v-cut-left-Lfirst
264,Subject01,Subject01/Subject01_Aufnahme264.csv,lateral-shuffle-right
265,Subject01,Subject01/Subject01_Aufnahme265.csv,curve-left-step
266,Subject01,Subject01/Subject01_Aufnahme266.csv,walk
267,Subject01,Subject01/Subject01_Aufnahme267.csv,v-cut-left-Rfirst
268,Subject01,Subject01/Subject01_Aufnahme268.csv,lateral-shuffle-left
269,Subject01,Subject01/Subject01_Aufnahme269.csv,sit-to-stand
270,Subject01,Subject01/Subject01_Aufnahme270.csv,v-cut-right-Lfirst
271,Subject01,Subject01/Subject01_Aufnahme271.csv,jump-two-leg
272,Subject01,Subject01/Subject01_Aufnahme272.csv,curve-right-spin-Rfirst
273,Subject01,Subject01/Subject01_Aufnahme273.csv,curve-left-step
274,Subject01,Subject01/Subject01_Aufnahme274.csv,sit-to-stand
275,Subject01,Subject01/Subject01_Aufnahme275.csv,lateral-shuffle-right
276,Subject01,Subject01/Subject01_Aufnahme276.csv,stand-to-sit
277,Subject01,Subject01/Subject01_Aufnahme277.csv,v-cut-left-Lfirst
278,Subject01,Subject01/Subject01_Aufnahme278.csv,curve-right-spin_Lfirst
279,Subject01,Subject01/Subject01_Aufnahme279.csv,v-cut-left-Rfirst
280,Subject01,Subject01/Subject01_Aufnahme280.csv,stair-down
281,Subject01,Subject01/Subject01_Aufnahme281.csv,v-cut-right-Lfirst
282,Subject01,Subject01/Subject01_Aufnahme282.csv,curve-left-spin-Lfirst
283,Subject01,Subject01/Subject01_Aufnahme283.csv,curve-right-step
284,Subject01,Subject01/Subject01_Aufnahme284.csv,v-cut-left-Rfirst
285,Subject01,Subject01/Subject01_Aufnahme285.csv,stand
286,Subject01,Subject01/Subject01_Aufnahme286.csv,v-cut-right-Lfirst
287,Subject01,Subject01/Subject01_Aufnahme287.csv,run
288,Subject01,Subject01/Subject01_Aufnahme288.csv,lateral-shuffle-right
289,Subject01,Subject01/Subject01_Aufnahme289.csv,stair-up
290,Subject01,Subject01/Subject01_Aufnahme290.csv,v-cut-left-Rfirst
291,Subject01,Subject01/Subject01_Aufnahme291.csv,v-cut-left-Rfirst
292,Subject01,Subject01/Subject01_Aufnahme292.csv,lateral-shuffle-right
293,Subject01,Subject01/Subject01_Aufnahme293.csv,curve-left-step
294,Subject01,Subject01/Subject01_Aufnahme294.csv,v-cut-left-Rfirst
295,Subject01,Subject01/Subject01_Aufnahme295.csv,stand
296,Subject01,Subject01/Subject01_Aufnahme296.csv,curve-left-spin-Lfirst
297,Subject01,Subject01/Subject01_Aufnahme297.csv,lateral-shuffle-right
298,Subject01,Subject01/Subject01_Aufnahme298.csv,v-cut-left-Lfirst
299,Subject01,Subject01/Subject01_Aufnahme299.csv,lateral-shuffle-right
300,Subject01,Subject01/Subject01_Aufnahme300.csv,run
301,Subject01,Subject01/Subject01_Aufnahme301.csv,curve-right-spin-Rfirst
302,Subject01,Subject01/Subject01_Aufnahme302.csv,lateral-shuffle-right
303,Subject01,Subject01/Subject01_Aufnahme303.csv,curve-right-step
304,Subject01,Subject01/Subject01_Aufnahme304.csv,sit-to-stand
305,Subject01,Subject01/Subject01_Aufnahme305.csv,v-cut-left-Rfirst
306,Subject01,Subject01/Subject01_Aufnahme306.csv,sit
307,Subject01,Subject01/Subject01_Aufnahme307.csv,curve-left-step
308,Subject01,Subject01/Subject01_Aufnahme308.csv,run
309,Subject01,Subject01/Subject01_Aufnahme309.csv,curve-left-step
310,Subject01,Subject01/Subject01_Aufnahme310.csv,v-cut-right-Lfirst
311,Subject01,Subject01/Subject01_Aufnahme311.csv,v-cut-right-Rfirst
312,Subject01,Subject01/Subject01_Aufnahme312.csv,lateral-shuffle-right
313,Subject01,Subject01/Subject01_Aufnahme313.csv,curve-right-spin_Lfirst
314,Subject01,Subject01/Subject01_Aufnahme314.csv,curve-right-spin-Rfirst
315,Subject01,Subject01/Subject01_Aufnahme315.csv,stand-to-sit
316,Subject01,Subject01/Subject01_Aufnahme316.csv,stand
317,Subject01,Subject01/Subject01_Aufnahme317.csv,curve-left-spin-Rfirst
318,Subject01,Subject01/Subject01_Aufnahme318.csv,stand
319,Subject01,Subject01/Subject01_Aufnahme319.csv,sit-to-stand
320,Subject01,Subject01/Subject01_Aufnahme320.csv,curve-left-spin-Rfirst
321,Subject01,Subject01/Subject01_Aufnahme321.csv,run
322,Subject01,Subject01/Subject01_Aufnahme322.csv,curve-left-spin-Lfirst
323,Subject01,Subject01/Subject01_Aufnahme323.csv,walk
324,Subject01,Subject01/Subject01_Aufnahme324.csv,v-cut-left-Rfirst
325,Subject01,Subject01/Subject01_Aufnahme325.csv,lateral-shuffle-left
326,Subject01,Subject01/Subject01_Aufnahme326.csv,run
327,Subject01,Subject01/Subject01_Aufnahme327.csv,walk
328,Subject01,Subject01/Subject01_Aufnahme328.csv,curve-right-spin-Rfirst
329,Subject01,Subject01/Subject01_Aufnahme329.csv,curve-left-spin-Lfirst
330,Subject01,Subject01/Subject01_Aufnahme330.csv,v-cut-left-Lfirst
331,Subject01,Subject01/Subject01_Aufnahme331.csv,curve-right-step
332,Subject01,Subject01/Subject01_Aufnahme332.csv,sit-to-stand
333,Subject01,Subject01/Subject01_Aufnahme333.csv,stair-down
334,Subject01,Subject01/Subject01_Aufnahme334.csv,curve-right-spin-Rfirst
335,Subject01,Subject01/Subject01_Aufnahme335.csv,lateral-shuffle-left
336,Subject01,Subject01/Subject01_Aufnahme336.csv,sit-to-stand
337,Subject01,Subject01/Subject01_Aufnahme337.csv,stair-down
338,Subject01,Subject01/Subject01_Aufnahme338.csv,v-cut-left-Rfirst
339,Subject01,Subject01/Subject01_Aufnahme339.csv,stair-up
340,Subject01,Subject01/Subject01_Aufnahme340.csv,stair-down
341,Subject01,Subject01/Subject01_Aufnahme341.csv,walk
342,Subject01,Subject01/Subject01_Aufnahme342.csv,sit-to-stand
343,Subject01,Subject01/Subject01_Aufnahme343.csv,curve-left-spin-Rfirst
344,Subject01,Subject01/Subject01_Aufnahme344.csv,stair-up
345,Subject01,Subject01/Subject01_Aufnahme345.csv,jump-two-leg
346,Subject01,Subject01/Subject01_Aufnahme346.csv,sit
347,Subject01,Subject01/Subject01_Aufnahme347.csv,stand-to-sit
348,Subject01,Subject01/Subject01_Aufnahme348.csv,curve-left-step
349,Subject01,Subject01/Subject01_Aufnahme349.csv,run
350,Subject01,Subject01/Subject01_Aufnahme350.csv,curve-right-step
351,Subject01,Subject01/Subject01_Aufnahme351.csv,curve-right-spin-Rfirst
352,Subject01,Subject01/Subject01_Aufnahme352.csv,v-cut-right-Lfirst
353,Subject01,Subject01/Subject01_Aufnahme353.csv,run
354,Subject01,Subject01/Subject01_Aufnahme354.csv,walk
355,Subject01,Subject01/Subject01_Aufnahme355.csv,lateral-shuffle-right
356,Subject01,Subject01/Subject01_Aufnahme356.csv,stair-up
357,Subject01,Subject01/Subject01_Aufnahme357.csv,sit-to-stand
358,Subject01,Subject01/Subject01_Aufnahme358.csv,walk
359,Subject01,Subject01/Subject01_Aufnahme359.csv,jump-one-leg
360,Subject01,Subject01/Subject01_Aufnahme360.csv,stair-up
361,Subject01,Subject01/Subject01_Aufnahme361.csv,walk
362,Subject01,Subject01/Subject01_Aufnahme362.csv,lateral-shuffle-right
363,Subject01,Subject01/Subject01_Aufnahme363.csv,run
364,Subject01,Subject01/Subject01_Aufnahme364.csv,v-cut-left-Lfirst
365,Subject01,Subject01/Subject01_Aufnahme365.csv,v-cut-right-Rfirst
366,Subject01,Subject01/Subject01_Aufnahme366.csv,walk
367,Subject01,Subject01/Subject01_Aufnahme367.csv,walk
368,Subject01,Subject01/Subject01_Aufnahme368.csv,run
369,Subject01,Subject01/Subject01_Aufnahme369.csv,curve-left-step
370,Subject01,Subject01/Subject01_Aufnahme370.csv,v-cut-left-Lfirst
371,Subject01,Subject01/Subject01_Aufnahme371.csv,v-cut-right-Rfirst
372,Subject01,Subject01/Subject01_Aufnahme372.csv,curve-left-spin-Lfirst
373,Subject01,Subject01/Subject01_Aufnahme373.csv,lateral-shuffle-left
374,Subject01,Subject01/Subject01_Aufnahme374.csv,stand
375,Subject01,Subject01/Subject01_Aufnahme375.csv,sit
376,Subject01,Subject01/Subject01_Aufnahme376.csv,curve-right-step
377,Subject01,Subject01/Subject01_Aufnahme377.csv,v-cut-left-Lfirst
378,Subject01,Subject01/Subject01_Aufnahme378.csv,jump-two-leg
