,Subject,Datafile,Label
52,Subject02,Subject02/Subject02_Aufnahme058.csv,sit-to-stand
53,Subject02,Subject02/Subject02_Aufnahme059.csv,lateral-shuffle-right
54,Subject02,Subject02/Subject02_Aufnahme060.csv,sit
55,Subject02,Subject02/Subject02_Aufnahme061.csv,v-cut-left-Rfirst
56,Subject02,Subject02/Subject02_Aufnahme062.csv,curve-left-spin-Lfirst
57,Subject02,Subject02/Subject02_Aufnahme063.csv,sit
58,Subject02,Subject02/Subject02_Aufnahme064.csv,stair-down
59,Subject02,Subject02/Subject02_Aufnahme065.csv,stand
60,Subject02,Subject02/Subject02_Aufnahme066.csv,stand-to-sit
61,Subject02,Subject02/Subject02_Aufnahme068.csv,curve-right-spin-Lfirst
62,Subject02,Subject02/Subject02_Aufnahme069.csv,run
63,Subject02,Subject02/Subject02_Aufnahme070.csv,lateral-shuffle-right
64,Subject02,Subject02/Subject02_Aufnahme071.csv,v-cut-left-Lfirst
65,Subject02,Subject02/Subject02_Aufnahme072.csv,v-cut-left-Lfirst
66,Subject02,Subject02/Subject02_Aufnahme073.csv,stand
67,Subject02,Subject02/Subject02_Aufnahme074.csv,run
68,Subject02,Subject02/Subject02_Aufnahme076.csv,jump-two-leg
69,Subject02,Subject02/Subject02_Aufnahme077.csv,jump-two-leg
70,Subject02,Subject02/Subject02_Aufnahme078.csv,curve-right-step
71,Subject02,Subject02/Subject02_Aufnahme079.csv,v-cut-left-Rfirst
72,Subject02,Subject02/Subject02_Aufnahme080.csv,v-cut-left-Lfirst
73,Subject02,Subject02/Subject02_Aufnahme081.csv,walk
74,Subject02,Subject02/Subject02_Aufnahme082.csv,jump-one-leg
75,Subject02,Subject02/Subject02_Aufnahme083.csv,curve-left-step
76,Subject02,Subject02/Subject02_Aufnahme084.csv,curve-left-spin-Rfirst
77,Subject02,Subject02/Subject02_Aufnahme085.csv,stair-down
78,Subject02,Subject02/Subject02_Aufnahme086.csv,stair-down
79,Subject02,Subject02/Subject02_Aufnahme087.csv,curve-right-spin-Rfirst
80,Subject02,Subject02/Subject02_Aufnahme088.csv,stair-down
81,Subject02,Subject02/Subject02_Aufnahme089.csv,lateral-shuffle-left
82,Subject02,Subject02/Subject02_Aufnahme090.csv,curve-left-step
83,Subject02,Subject02/Subject02_Aufnahme092.csv,jump-one-leg
84,Subject02,Subject02/Subject02_Aufnahme093.csv,jump-one-leg
85,Subject02,Subject02/Subject02_Aufnahme094.csv,walk
86,Subject02,Subject02/Subject02_Aufnahme097.csv,v-cut-right-Lfirst
87,Subject02,Subject02/Subject02_Aufnahme098.csv,curve-right-spin-Rfirst
88,Subject02,Subject02/Subject02_Aufnahme099.csv,curve-right-step
89,Subject02,Subject02/Subject02_Aufnahme100.csv,v-cut-right-Lfirst
90,Subject02,Subject02/Subject02_Aufnahme101.csv,sit
91,Subject02,Subject02/Subject02_Aufnahme102.csv,jump-two-leg
92,Subject02,Subject02/Subject02_Aufnahme103.csv,lateral-shuffle-left
93,Subject02,Subject02/Subject02_Aufnahme104.csv,curve-left-spin-Lfirst
94,Subject02,Subject02/Subject02_Aufnahme105.csv,curve-left-spin-Lfirst
95,Subject02,Subject02/Subject02_Aufnahme107.csv,walk
96,Subject02,Subject02/Subject02_Aufnahme108.csv,v-cut-left-Lfirst
97,Subject02,Subject02/Subject02_Aufnahme109.csv,walk
98,Subject02,Subject02/Subject02_Aufnahme110.csv,curve-left-step
99,Subject02,Subject02/Subject02_Aufnahme111.csv,curve-right-spin-Lfirst
100,Subject02,Subject02/Subject02_Aufnahme112.csv,sit-to-stand
101,Subject02,Subject02/Subject02_Aufnahme113.csv,jump-one-leg
102,Subject02,Subject02/Subject02_Aufnahme115.csv,curve-left-spin-Rfirst
103,Subject02,Subject02/Subject02_Aufnahme116.csv,stand-to-sit
104,Subject02,Subject02/Subject02_Aufnahme117.csv,curve-left-spin-Rfirst
105,Subject02,Subject02/Subject02_Aufnahme118.csv,v-cut-left-Lfirst
106,Subject02,Subject02/Subject02_Aufnahme119.csv,sit-to-stand
107,Subject02,Subject02/Subject02_Aufnahme120.csv,stand-to-sit
108,Subject02,Subject02/Subject02_Aufnahme122.csv,stair-up
109,Subject02,Subject02/Subject02_Aufnahme123.csv,curve-right-spin-Rfirst
110,Subject02,Subject02/Subject02_Aufnahme124.csv,stair-down
111,Subject02,Subject02/Subject02_Aufnahme125.csv,v-cut-right-Rfirst
112,Subject02,Subject02/Subject02_Aufnahme126.csv,stair-down
113,Subject02,Subject02/Subject02_Aufnahme127.csv,curve-right-spin-Lfirst
114,Subject02,Subject02/Subject02_Aufnahme128.csv,v-cut-left-Rfirst
115,Subject02,Subject02/Subject02_Aufnahme129.csv,stand-to-sit
116,Subject02,Subject02/Subject02_Aufnahme130.csv,v-cut-left-Rfirst
117,Subject02,Subject02/Subject02_Aufnahme131.csv,stand-to-sit
118,Subject02,Subject02/Subject02_Aufnahme132.csv,stand
119,Subject02,Subject02/Subject02_Aufnahme133.csv,stair-up
120,Subject02,Subject02/Subject02_Aufnahme134.csv,sit
121,Subject02,Subject02/Subject02_Aufnahme136.csv,stand
122,Subject02,Subject02/Subject02_Aufnahme137.csv,jump-two-leg
123,Subject02,Subject02/Subject02_Aufnahme138.csv,lateral-shuffle-right
124,Subject02,Subject02/Subject02_Aufnahme139.csv,lateral-shuffle-left
125,Subject02,Subject02/Subject02_Aufnahme140.csv,v-cut-left-Rfirst
126,Subject02,Subject02/Subject02_Aufnahme141.csv,run
127,Subject02,Subject02/Subject02_Aufnahme142.csv,jump-one-leg
128,Subject02,Subject02/Subject02_Aufnahme143.csv,curve-right-step
129,Subject02,Subject02/Subject02_Aufnahme144.csv,lateral-shuffle-right
130,Subject02,Subject02/Subject02_Aufnahme145.csv,sit-to-stand
131,Subject02,Subject02/Subject02_Aufnahme146.csv,stair-down
132,Subject02,Subject02/Subject02_Aufnahme147.csv,curve-left-spin-Lfirst
133,Subject02,Subject02/Subject02_Aufnahme148.csv,run
134,Subject02,Subject02/Subject02_Aufnahme149.csv,lateral-shuffle-right
135,Subject02,Subject02/Subject02_Aufnahme150.csv,v-cut-left-Rfirst
136,Subject02,Subject02/Subject02_Aufnahme151.csv,curve-left-spin-Lfirst
137,Subject02,Subject02/Subject02_Aufnahme152.csv,lateral-shuffle-left
138,Subject02,Subject02/Subject02_Aufnahme153.csv,stair-down
139,Subject02,Subject02/Subject02_Aufnahme154.csv,lateral-shuffle-left
140,Subject02,Subject02/Subject02_Aufnahme155.csv,lateral-shuffle-right
141,Subject02,Subject02/Subject02_Aufnahme156.csv,v-cut-left-Lfirst
142,Subject02,Subject02/Subject02_Aufnahme157.csv,curve-left-spin-Lfirst
143,Subject02,Subject02/Subject02_Aufnahme158.csv,stair-up
144,Subject02,Subject02/Subject02_Aufnahme159.csv,v-cut-right-Lfirst
145,Subject02,Subject02/Subject02_Aufnahme160.csv,curve-right-spin-Rfirst
146,Subject02,Subject02/Subject02_Aufnahme161.csv,v-cut-right-Rfirst
147,Subject02,Subject02/Subject02_Aufnahme162.csv,lateral-shuffle-left
148,Subject02,Subject02/Subject02_Aufnahme163.csv,run
149,Subject02,Subject02/Subject02_Aufnahme164.csv,stair-up
150,Subject02,Subject02/Subject02_Aufnahme166.csv,stair-down
151,Subject02,Subject02/Subject02_Aufnahme167.csv,jump-one-leg
152,Subject02,Subject02/Subject02_Aufnahme168.csv,curve-right-spin-Rfirst
153,Subject02,Subject02/Subject02_Aufnahme170.csv,curve-right-spin-Lfirst
154,Subject02,Subject02/Subject02_Aufnahme171.csv,lateral-shuffle-right
155,Subject02,Subject02/Subject02_Aufnahme172.csv,curve-left-step
156,Subject02,Subject02/Subject02_Aufnahme173.csv,walk
157,Subject02,Subject02/Subject02_Aufnahme175.csv,jump-one-leg
158,Subject02,Subject02/Subject02_Aufnahme177.csv,v-cut-right-Rfirst
159,Subject02,Subject02/Subject02_Aufnahme178.csv,lateral-shuffle-right
160,Subject02,Subject02/Subject02_Aufnahme179.csv,stair-up
161,Subject02,Subject02/Subject02_Aufnahme180.csv,walk
162,Subject02,Subject02/Subject02_Aufnahme181.csv,stand-to-sit
163,Subject02,Subject02/Subject02_Aufnahme183.csv,v-cut-right-Rfirst
164,Subject02,Subject02/Subject02_Aufnahme184.csv,run
165,Subject02,Subject02/Subject02_Aufnahme185.csv,stair-up
166,Subject02,Subject02/Subject02_Aufnahme186.csv,stair-up
167,Subject02,Subject02/Subject02_Aufnahme187.csv,stand
168,Subject02,Subject02/Subject02_Aufnahme188.csv,sit
169,Subject02,Subject02/Subject02_Aufnahme189.csv,v-cut-right-Rfirst
170,Subject02,Subject02/Subject02_Aufnahme190.csv,stair-up
171,Subject02,Subject02/Subject02_Aufnahme191.csv,jump-one-leg
172,Subject02,Subject02/Subject02_Aufnahme193.csv,v-cut-left-Rfirst
173,Subject02,Subject02/Subject02_Aufnahme194.csv,jump-one-leg
174,Subject02,Subject02/Subject02_Aufnahme195.csv,curve-left-spin-Rfirst
175,Subject02,Subject02/Subject02_Aufnahme196.csv,curve-left-step
176,Subject02,Subject02/Subject02_Aufnahme197.csv,v-cut-right-Lfirst
177,Subject02,Subject02/Subject02_Aufnahme198.csv,stand-to-sit
178,Subject02,Subject02/Subject02_Aufnahme199.csv,curve-right-step
179,Subject02,Subject02/Subject02_Aufnahme200.csv,lateral-shuffle-left
180,Subject02,Subject02/Subject02_Aufnahme201.csv,v-cut-left-Rfirst
181,Subject02,Subject02/Subject02_Aufnahme202.csv,lateral-shuffle-right
182,Subject02,Subject02/Subject02_Aufnahme203.csv,sit-to-stand
183,Subject02,Subject02/Subject02_Aufnahme204.csv,v-cut-right-Rfirst
184,Subject02,Subject02/Subject02_Aufnahme205.csv,v-cut-right-Lfirst
185,Subject02,Subject02/Subject02_Aufnahme206.csv,lateral-shuffle-left
186,Subject02,Subject02/Subject02_Aufnahme208.csv,run
187,Subject02,Subject02/Subject02_Aufnahme209.csv,sit
188,Subject02,Subject02/Subject02_Aufnahme210.csv,jump-two-leg
189,Subject02,Subject02/Subject02_Aufnahme211.csv,lateral-shuffle-right
190,Subject02,Subject02/Subject02_Aufnahme212.csv,lateral-shuffle-left
191,Subject02,Subject02/Subject02_Aufnahme213.csv,v-cut-right-Lfirst
192,Subject02,Subject02/Subject02_Aufnahme216.csv,curve-left-spin-Rfirst
193,Subject02,Subject02/Subject02_Aufnahme217.csv,v-cut-left-Lfirst
194,Subject02,Subject02/Subject02_Aufnahme219.csv,lateral-shuffle-right
195,Subject02,Subject02/Subject02_Aufnahme220.csv,curve-left-step
196,Subject02,Subject02/Subject02_Aufnahme222.csv,stand-to-sit
197,Subject02,Subject02/Subject02_Aufnahme223.csv,v-cut-right-Rfirst
198,Subject02,Subject02/Subject02_Aufnahme224.csv,sit
199,Subject02,Subject02/Subject02_Aufnahme225.csv,curve-left-spin-Rfirst
200,Subject02,Subject02/Subject02_Aufnahme226.csv,curve-right-spin-Rfirst
201,Subject02,Subject02/Subject02_Aufnahme227.csv,stand
202,Subject02,Subject02/Subject02_Aufnahme228.csv,curve-right-step
203,Subject02,Subject02/Subject02_Aufnahme229.csv,stand-to-sit
204,Subject02,Subject02/Subject02_Aufnahme230.csv,curve-right-spin-Lfirst
205,Subject02,Subject02/Subject02_Aufnahme231.csv,walk
206,Subject02,Subject02/Subject02_Aufnahme232.csv,stand
207,Subject02,Subject02/Subject02_Aufnahme234.csv,v-cut-right-Lfirst
208,Subject02,Subject02/Subject02_Aufnahme236.csv,curve-left-spin-Rfirst
209,Subject02,Subject02/Subject02_Aufnahme237.csv,jump-two-leg
210,Subject02,Subject02/Subject02_Aufnahme239.csv,jump-two-leg
211,Subject02,Subject02/Subject02_Aufnahme240.csv,v-cut-left-Rfirst
212,Subject02,Subject02/Subject02_Aufnahme241.csv,sit-to-stand
213,Subject02,Subject02/Subject02_Aufnahme242.csv,curve-right-step
214,Subject02,Subject02/Subject02_Aufnahme243.csv,curve-right-step
215,Subject02,Subject02/Subject02_Aufnahme244.csv,v-cut-left-Lfirst
216,Subject02,Subject02/Subject02_Aufnahme246.csv,v-cut-right-Lfirst
217,Subject02,Subject02/Subject02_Aufnahme247.csv,stand-to-sit
218,Subject02,Subject02/Subject02_Aufnahme248.csv,curve-left-spin-Rfirst
219,Subject02,Subject02/Subject02_Aufnahme249.csv,v-cut-right-Lfirst
220,Subject02,Subject02/Subject02_Aufnahme250.csv,curve-left-spin-Rfirst
221,Subject02,Subject02/Subject02_Aufnahme251.csv,v-cut-right-Lfirst
222,Subject02,Subject02/Subject02_Aufnahme253.csv,v-cut-left-Rfirst
223,Subject02,Subject02/Subject02_Aufnahme254.csv,sit
224,Subject02,Subject02/Subject02_Aufnahme255.csv,curve-right-spin-Lfirst
225,Subject02,Subject02/Subject02_Aufnahme256.csv,curve-left-step
226,Subject02,Subject02/Subject02_Aufnahme257.csv,v-cut-right-Rfirst
227,Subject02,Subject02/Subject02_Aufnahme258.csv,stand
228,Subject02,Subject02/Subject02_Aufnahme261.csv,curve-left-step
229,Subject02,Subject02/Subject02_Aufnahme262.csv,run
230,Subject02,Subject02/Subject02_Aufnahme263.csv,jump-two-leg
231,Subject02,Subject02/Subject02_Aufnahme264.csv,curve-left-step
232,Subject02,Subject02/Subject02_Aufnahme265.csv,curve-right-spin-Lfirst
233,Subject02,Subject02/Subject02_Aufnahme266.csv,v-cut-left-Lfirst
234,Subject02,Subject02/Subject02_Aufnahme267.csv,v-cut-right-Rfirst
235,Subject02,Subject02/Subject02_Aufnahme268.csv,walk
236,Subject02,Subject02/Subject02_Aufnahme269.csv,curve-right-spin-Rfirst
237,Subject02,Subject02/Subject02_Aufnahme270.csv,stair-up
238,Subject02,Subject02/Subject02_Aufnahme271.csv,sit-to-stand
239,Subject02,Subject02/Subject02_Aufnahme272.csv,curve-right-spin-Rfirst
240,Subject02,Subject02/Subject02_Aufnahme273.csv,curve-left-spin-Lfirst
241,Subject02,Subject02/Subject02_Aufnahme274.csv,run
242,Subject02,Subject02/Subject02_Aufnahme275.csv,stair-down
243,Subject02,Subject02/Subject02_Aufnahme276.csv,stair-up
244,Subject02,Subject02/Subject02_Aufnahme277.csv,curve-right-spin-Rfirst
245,Subject02,Subject02/Subject02_Aufnahme278.csv,run
246,Subject02,Subject02/Subject02_Aufnahme279.csv,stand
247,Subject02,Subject02/Subject02_Aufnahme280.csv,lateral-shuffle-left
248,Subject02,Subject02/Subject02_Aufnahme281.csv,stair-down
249,Subject02,Subject02/Subject02_Aufnahme282.csv,curve-left-step
250,Subject02,Subject02/Subject02_Aufnahme283.csv,stand-to-sit
251,Subject02,Subject02/Subject02_Aufnahme284.csv,stair-up
252,Subject02,Subject02/Subject02_Aufnahme285.csv,lateral-shuffle-right
253,Subject02,Subject02/Subject02_Aufnahme286.csv,curve-right-spin-Rfirst
254,Subject02,Subject02/Subject02_Aufnahme287.csv,v-cut-right-Lfirst
255,Subject02,Subject02/Subject02_Aufnahme288.csv,curve-right-step
256,Subject02,Subject02/Subject02_Aufnahme289.csv,sit
257,Subject02,Subject02/Subject02_Aufnahme290.csv,stand
258,Subject02,Subject02/Subject02_Aufnahme291.csv,curve-left-spin-Lfirst
259,Subject02,Subject02/Subject02_Aufnahme292.csv,curve-left-spin-Rfirst
260,Subject02,Subject02/Subject02_Aufnahme293.csv,lateral-shuffle-left
261,Subject02,Subject02/Subject02_Aufnahme294.csv,v-cut-right-Lfirst
262,Subject02,Subject02/Subject02_Aufnahme295.csv,jump-two-leg
263,Subject02,Subject02/Subject02_Aufnahme296.csv,run
264,Subject02,Subject02/Subject02_Aufnahme298.csv,stair-down
265,Subject02,Subject02/Subject02_Aufnahme299.csv,curve-left-spin-Lfirst
266,Subject02,Subject02/Subject02_Aufnahme300.csv,curve-right-spin-Lfirst
267,Subject02,Subject02/Subject02_Aufnahme301.csv,v-cut-left-Rfirst
268,Subject02,Subject02/Subject02_Aufnahme302.csv,stand
269,Subject02,Subject02/Subject02_Aufnahme303.csv,lateral-shuffle-right
270,Subject02,Subject02/Subject02_Aufnahme304.csv,stair-up
271,Subject02,Subject02/Subject02_Aufnahme305.csv,jump-two-leg
272,Subject02,Subject02/Subject02_Aufnahme306.csv,curve-left-spin-Rfirst
273,Subject02,Subject02/Subject02_Aufnahme307.csv,walk
274,Subject02,Subject02/Subject02_Aufnahme308.csv,curve-right-spin-Lfirst
275,Subject02,Subject02/Subject02_Aufnahme309.csv,curve-left-spin-Lfirst
276,Subject02,Subject02/Subject02_Aufnahme310.csv,curve-left-spin-Rfirst
277,Subject02,Subject02/Subject02_Aufnahme311.csv,curve-left-spin-Rfirst
278,Subject02,Subject02/Subject02_Aufnahme312.csv,lateral-shuffle-right
279,Subject02,Subject02/Subject02_Aufnahme313.csv,curve-left-step
280,Subject02,Subject02/Subject02_Aufnahme315.csv,sit-to-stand
281,Subject02,Subject02/Subject02_Aufnahme316.csv,v-cut-right-Lfirst
282,Subject02,Subject02/Subject02_Aufnahme317.csv,stair-up
283,Subject02,Subject02/Subject02_Aufnahme318.csv,curve-right-step
284,Subject02,Subject02/Subject02_Aufnahme319.csv,v-cut-left-Lfirst
285,Subject02,Subject02/Subject02_Aufnahme322.csv,stand-to-sit
286,Subject02,Subject02/Subject02_Aufnahme323.csv,jump-two-leg
287,Subject02,Subject02/Subject02_Aufnahme324.csv,v-cut-left-Lfirst
288,Subject02,Subject02/Subject02_Aufnahme325.csv,v-cut-right-Rfirst
289,Subject02,Subject02/Subject02_Aufnahme326.csv,curve-right-step
290,Subject02,Subject02/Subject02_Aufnahme327.csv,curve-right-spin-Rfirst
291,Subject02,Subject02/Subject02_Aufnahme328.csv,curve-left-spin-Rfirst
292,Subject02,Subject02/Subject02_Aufnahme329.csv,lateral-shuffle-right
293,Subject02,Subject02/Subject02_Aufnahme330.csv,stand-to-sit
294,Subject02,Subject02/Subject02_Aufnahme331.csv,stair-down
295,Subject02,Subject02/Subject02_Aufnahme332.csv,stair-up
296,Subject02,Subject02/Subject02_Aufnahme333.csv,v-cut-left-Rfirst
297,Subject02,Subject02/Subject02_Aufnahme334.csv,curve-right-spin-Lfirst
298,Subject02,Subject02/Subject02_Aufnahme335.csv,stand-to-sit
299,Subject02,Subject02/Subject02_Aufnahme336.csv,v-cut-left-Rfirst
300,Subject02,Subject02/Subject02_Aufnahme337.csv,lateral-shuffle-left
301,Subject02,Subject02/Subject02_Aufnahme339.csv,curve-left-step
302,Subject02,Subject02/Subject02_Aufnahme340.csv,sit
303,Subject02,Subject02/Subject02_Aufnahme341.csv,stair-down
304,Subject02,Subject02/Subject02_Aufnahme342.csv,v-cut-left-Rfirst
305,Subject02,Subject02/Subject02_Aufnahme344.csv,curve-left-spin-Rfirst
306,Subject02,Subject02/Subject02_Aufnahme345.csv,sit
307,Subject02,Subject02/Subject02_Aufnahme346.csv,v-cut-right-Lfirst
308,Subject02,Subject02/Subject02_Aufnahme347.csv,jump-one-leg
309,Subject02,Subject02/Subject02_Aufnahme348.csv,curve-left-spin-Lfirst
310,Subject02,Subject02/Subject02_Aufnahme349.csv,sit
311,Subject02,Subject02/Subject02_Aufnahme350.csv,stand-to-sit
312,Subject02,Subject02/Subject02_Aufnahme351.csv,v-cut-left-Lfirst
313,Subject02,Subject02/Subject02_Aufnahme352.csv,jump-one-leg
314,Subject02,Subject02/Subject02_Aufnahme354.csv,stand-to-sit
315,Subject02,Subject02/Subject02_Aufnahme355.csv,lateral-shuffle-left
316,Subject02,Subject02/Subject02_Aufnahme356.csv,lateral-shuffle-left
317,Subject02,Subject02/Subject02_Aufnahme357.csv,lateral-shuffle-left
318,Subject02,Subject02/Subject02_Aufnahme358.csv,curve-right-spin-Lfirst
319,Subject02,Subject02/Subject02_Aufnahme359.csv,curve-left-spin-Lfirst
320,Subject02,Subject02/Subject02_Aufnahme360.csv,v-cut-right-Rfirst
321,Subject02,Subject02/Subject02_Aufnahme361.csv,stair-up
322,Subject02,Subject02/Subject02_Aufnahme362.csv,curve-left-step
323,Subject02,Subject02/Subject02_Aufnahme363.csv,v-cut-left-Lfirst
324,Subject02,Subject02/Subject02_Aufnahme364.csv,curve-right-spin-Lfirst
325,Subject02,Subject02/Subject02_Aufnahme365.csv,v-cut-right-Rfirst
326,Subject02,Subject02/Subject02_Aufnahme366.csv,run
327,Subject02,Subject02/Subject02_Aufnahme367.csv,v-cut-right-Lfirst
328,Subject02,Subject02/Subject02_Aufnahme368.csv,sit-to-stand
329,Subject02,Subject02/Subject02_Aufnahme370.csv,jump-two-leg
330,Subject02,Subject02/Subject02_Aufnahme371.csv,v-cut-left-Lfirst
331,Subject02,Subject02/Subject02_Aufnahme373.csv,curve-right-step
332,Subject02,Subject02/Subject02_Aufnahme374.csv,lateral-shuffle-right
333,Subject02,Subject02/Subject02_Aufnahme375.csv,v-cut-left-Rfirst
334,Subject02,Subject02/Subject02_Aufnahme376.csv,walk
335,Subject02,Subject02/Subject02_Aufnahme377.csv,v-cut-right-Lfirst
336,Subject02,Subject02/Subject02_Aufnahme378.csv,curve-right-step
337,Subject02,Subject02/Subject02_Aufnahme379.csv,curve-right-spin-Lfirst
338,Subject02,Subject02/Subject02_Aufnahme380.csv,v-cut-left-Rfirst
339,Subject02,Subject02/Subject02_Aufnahme381.csv,run
340,Subject02,Subject02/Subject02_Aufnahme382.csv,jump-one-leg
341,Subject02,Subject02/Subject02_Aufnahme383.csv,curve-left-spin-Rfirst
342,Subject02,Subject02/Subject02_Aufnahme384.csv,lateral-shuffle-left
343,Subject02,Subject02/Subject02_Aufnahme385.csv,curve-right-spin-Rfirst
344,Subject02,Subject02/Subject02_Aufnahme386.csv,v-cut-right-Rfirst
345,Subject02,Subject02/Subject02_Aufnahme388.csv,v-cut-right-Lfirst
346,Subject02,Subject02/Subject02_Aufnahme389.csv,sit
347,Subject02,Subject02/Subject02_Aufnahme390.csv,curve-right-spin-Rfirst
348,Subject02,Subject02/Subject02_Aufnahme391.csv,curve-left-spin-Lfirst
349,Subject02,Subject02/Subject02_Aufnahme392.csv,walk
350,Subject02,Subject02/Subject02_Aufnahme393.csv,curve-left-spin-Lfirst
351,Subject02,Subject02/Subject02_Aufnahme394.csv,sit-to-stand
352,Subject02,Subject02/Subject02_Aufnahme395.csv,curve-left-step
353,Subject02,Subject02/Subject02_Aufnahme396.csv,curve-right-spin-Lfirst
354,Subject02,Subject02/Subject02_Aufnahme397.csv,stair-down
355,Subject02,Subject02/Subject02_Aufnahme398.csv,stair-down
356,Subject02,Subject02/Subject02_Aufnahme399.csv,curve-left-step
357,Subject02,Subject02/Subject02_Aufnahme400.csv,curve-left-spin-Lfirst
358,Subject02,Subject02/Subject02_Aufnahme401.csv,curve-left-spin-Lfirst
359,Subject02,Subject02/Subject02_Aufnahme402.csv,lateral-shuffle-left
360,Subject02,Subject02/Subject02_Aufnahme403.csv,curve-left-spin-Rfirst
361,Subject02,Subject02/Subject02_Aufnahme404.csv,sit-to-stand
362,Subject02,Subject02/Subject02_Aufnahme405.csv,walk
363,Subject02,Subject02/Subject02_Aufnahme406.csv,curve-right-spin-Rfirst
364,Subject02,Subject02/Subject02_Aufnahme407.csv,walk
365,Subject02,Subject02/Subject02_Aufnahme408.csv,sit-to-stand
366,Subject02,Subject02/Subject02_Aufnahme409.csv,stand
367,Subject02,Subject02/Subject02_Aufnahme410.csv,v-cut-right-Rfirst
368,Subject02,Subject02/Subject02_Aufnahme412.csv,sit
369,Subject02,Subject02/Subject02_Aufnahme413.csv,lateral-shuffle-left
370,Subject02,Subject02/Subject02_Aufnahme414.csv,v-cut-left-Rfirst
371,Subject02,Subject02/Subject02_Aufnahme415.csv,walk
372,Subject02,Subject02/Subject02_Aufnahme416.csv,stand
373,Subject02,Subject02/Subject02_Aufnahme417.csv,sit-to-stand
374,Subject02,Subject02/Subject02_Aufnahme418.csv,jump-one-leg
375,Subject02,Subject02/Subject02_Aufnahme419.csv,jump-two-leg
